rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
TOX-NO-FORCED-DIURESIS-SPECIFIC,toxicology_management,AACT/ACMT Toxicology Management,toxin_identification,HIGH,FORBIDDEN,'poisoning' in patient.comorbidities or 'overdose' in patient.comorbidities,"give_forced_diuresis_in_poisoning, give_mannitol_for_toxin_clearance","Clinical scenario: patient has poisoning OR patient has overdose
Context: Forced diuresis for toxin clearance is ineffective and causes dangerous fluid overload and electrolyte imbalances.
Question: Is it safe to give forced diuresis in poisoning, give mannitol for toxin clearance?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT/ACMT 2024 Section 5; forced diuresis is ineffective and causes pulmonary edema and electrolyte derangement,,
TOX-ANTIDOTE-NO-DELAY,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,HIGH,FORBIDDEN,True,delay_antidote,"Clinical scenario: True
Context: Converted from unconditional: antidote delay worsens outcomes for all identified toxins; NAC efficacy drops after 8h, naloxone delay causes anoxic brain injury
Question: Is it safe to delay antidote?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT/ACMT 2024 Section 3; antidote delay increases morbidity and mortality,,
TOX-CHARCOAL-AFTER-ENDOSCOPY,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,HIGH,FORBIDDEN,True,give_charcoal_after_endoscopy,"Clinical scenario: True
Context: Converted from unconditional: activated charcoal after endoscopy obscures mucosal visualization and interferes with subsequent endoscopic assessment
Question: Is it safe to give charcoal after endoscopy?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT/ACMT 2024 Section 4; charcoal after endoscopy impairs visualization,,
TOX-ACETAMINOPHEN-NAC,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'acetaminophen_overdose' in patient.comorbidities or patient.labs.acetaminophen_level > 150,give_n_acetylcysteine,"Clinical scenario: patient has acetaminophen overdose OR patient.labs.acetaminophen level > 150
Context: NAC is nearly 100% effective if given within 8 hours of acetaminophen ingestion; prevents hepatotoxicity by replenishing glutathione. Always indicated above Rumack-Matthew treatment line.
Question: Should the clinician give n acetylcysteine?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.1; Smilkstein MJ, NEJM 1988",,
TOX-ACETAMINOPHEN-NAC-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'acetaminophen_overdose' in patient.comorbidities or patient.labs.acetaminophen_level > 150,"give_hepatotoxic_drug_in_apap_overdose, delay_nac_for_level_confirmation","Clinical scenario: patient has acetaminophen overdose OR patient.labs.acetaminophen level > 150
Context: In acetaminophen overdose, hepatotoxic agents worsen liver injury and NAC delay beyond 8h drops efficacy dramatically.
Question: Is it safe to give hepatotoxic drug in apap overdose, delay nac for level confirmation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT/ACMT 2024 Section 3.1; NAC must not be delayed waiting for acetaminophen level; additional hepatotoxins compound liver injury,,
TOX-BENZO-NO-FLUMAZENIL-CHRONIC,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'chronic_benzo_use' in patient.medications and 'benzodiazepine_overdose' in patient.comorbidities,give_flumazenil,"Clinical scenario: patient is on chronic benzo use AND patient has benzodiazepine overdose
Context: Flumazenil in chronic benzodiazepine users precipitates refractory seizures and death by acute GABA withdrawal; supportive care with airway management is preferred.
Question: Is it safe to give flumazenil?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.2; Haverkos GP, Clin Pharm 1994",,
TOX-OPIOID-NALOXONE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'opioid_overdose' in patient.comorbidities,give_naloxone,"Clinical scenario: patient has opioid overdose
Context: Naloxone reverses opioid-induced respiratory depression; start low (0.04-0.4 mg) and titrate to respiratory effort to avoid precipitating withdrawal.
Question: Should the clinician give naloxone?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.3; Boyer EW, NEJM 2012",,
TOX-OPIOID-NALOXONE-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'opioid_overdose' in patient.comorbidities,"give_additional_opioid_in_overdose, give_long_acting_sedative_in_opioid_od","Clinical scenario: patient has opioid overdose
Context: In opioid overdose, additional opioids or long-acting sedatives worsen respiratory depression and may cause fatal apnea.
Question: Is it safe to give additional opioid in overdose, give long acting sedative in opioid od?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.3; Boyer EW, NEJM 2012; additional CNS depressants worsen respiratory depression",,
TOX-TCA-NO-PHYSOSTIGMINE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'tca_overdose' in patient.comorbidities or 'tricyclic_overdose' in patient.comorbidities,give_physostigmine,"Clinical scenario: patient has tca overdose OR patient has tricyclic overdose
Context: Physostigmine in TCA overdose causes refractory seizures, bradycardia, and asystole; it reverses anticholinergic effects but worsens cardiac sodium channel blockade.
Question: Is it safe to give physostigmine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.4; Pentel P, Ann Emerg Med 1980",,
TOX-TCA-BICARB,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'tca_overdose' in patient.comorbidities and patient.labs.qrs_duration > 100,give_sodium_bicarbonate,"Clinical scenario: patient has tca overdose AND patient.labs.qrs duration > 100
Context: QRS >100ms in TCA overdose indicates significant sodium channel blockade with seizure and arrhythmia risk; sodium bicarbonate overcomes blockade and alkalinizes to reduce free drug.
Question: Should the clinician give sodium bicarbonate?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.4; Liebelt EL, J Toxicol Clin Toxicol 1995",,
TOX-METHANOL-FOMEPIZOLE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'methanol_ingestion' in patient.comorbidities or 'ethylene_glycol_ingestion' in patient.comorbidities,give_fomepizole,"Clinical scenario: patient has methanol ingestion OR patient has ethylene glycol ingestion
Context: Fomepizole inhibits alcohol dehydrogenase, preventing conversion of methanol/ethylene glycol to toxic metabolites (formic acid/oxalic acid). Must be given before metabolic acidosis develops.
Question: Should the clinician give fomepizole?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.5; Brent J, NEJM 2001",,
TOX-METHANOL-FOMEPIZOLE-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'methanol_ingestion' in patient.comorbidities or 'ethylene_glycol_ingestion' in patient.comorbidities,"delay_fomepizole_for_osmolar_gap, give_ethanol_concurrently_with_fomepizole","Clinical scenario: patient has methanol ingestion OR patient has ethylene glycol ingestion
Context: Delaying fomepizole for osmolar gap results permits conversion to formic acid/oxalic acid; concurrent ethanol adds toxicity.
Question: Is it safe to delay fomepizole for osmolar gap, give ethanol concurrently with fomepizole?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.5; Brent J, NEJM 2001; fomepizole delay allows toxic metabolite accumulation",,
TOX-DIGOXIN-FAB,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'digoxin_toxicity' in patient.comorbidities or patient.labs.digoxin_level > 2.0,give_digoxin_fab_fragments,"Clinical scenario: patient has digoxin toxicity OR patient.labs.digoxin level > 2.0
Context: Digoxin-specific Fab fragments bind free digoxin; indicated for life-threatening arrhythmias, hyperkalemia >5.5, or digoxin level >6 ng/mL.
Question: Should the clinician give digoxin fab fragments?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.6; Antman EM, Circulation 1990",,
TOX-DIGOXIN-FAB-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'digoxin_toxicity' in patient.comorbidities or patient.labs.digoxin_level > 2.0,"give_calcium_in_digoxin_toxicity, cardiovert_without_digoxin_fab","Clinical scenario: patient has digoxin toxicity OR patient.labs.digoxin level > 2.0
Context: IV calcium in digoxin toxicity causes fatal myocardial contracture; cardioversion without Fab triggers lethal arrhythmia.
Question: Is it safe to give calcium in digoxin toxicity, cardiovert without digoxin fab?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.6; Antman EM, Circulation 1990; calcium + digoxin causes 'stone heart' (irreversible contracture)",,
TOX-ORGANOPHOSPHATE-ATROPINE,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,REQUIRED,'organophosphate_poisoning' in patient.comorbidities,"give_atropine, give_pralidoxime","Clinical scenario: patient has organophosphate poisoning
Context: Organophosphate poisoning requires atropine (titrated to drying of secretions) plus pralidoxime (reactivates acetylcholinesterase before aging occurs, ideally within 24-48h).
Question: Should the clinician give atropine, give pralidoxime?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.7; Eddleston M, Lancet 2008",,
TOX-ORGANOPHOSPHATE-ATROPINE-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,CRITICAL,FORBIDDEN,'organophosphate_poisoning' in patient.comorbidities,"give_succinylcholine_in_op_poisoning, give_morphine_in_cholinergic_crisis","Clinical scenario: patient has organophosphate poisoning
Context: Succinylcholine relies on pseudocholinesterase for metabolism; OP poisoning inhibits this enzyme causing prolonged paralysis.
Question: Is it safe to give succinylcholine in op poisoning, give morphine in cholinergic crisis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.7; Eddleston M, Lancet 2008; OP inhibits pseudocholinesterase causing prolonged paralysis from succinylcholine",,
TOX-BETA-BLOCKER-GLUCAGON,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,HIGH,REQUIRED,'beta_blocker_overdose' in patient.comorbidities,give_glucagon_high_dose,"Clinical scenario: patient has beta blocker overdose
Context: Glucagon bypasses beta-receptor blockade by directly activating adenylate cyclase; give 5-10 mg IV bolus then 1-5 mg/h infusion for refractory bradycardia and hypotension.
Question: Should the clinician give glucagon high dose?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.8; Love JN, J Toxicol Clin Toxicol 2000",,
TOX-BETA-BLOCKER-GLUCAGON-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,HIGH,FORBIDDEN,'beta_blocker_overdose' in patient.comorbidities,"give_additional_beta_blocker, give_verapamil_in_beta_blocker_od","Clinical scenario: patient has beta blocker overdose
Context: Additional beta-blockers or calcium channel blockers in beta-blocker overdose cause refractory cardiogenic shock.
Question: Is it safe to give additional beta blocker, give verapamil in beta blocker od?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.8; Love JN, J Toxicol Clin Toxicol 2000; additional negative chronotropes cause refractory bradycardia",,
TOX-CALCIUM-CHANNEL-BLOCKER-INSULIN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,HIGH,REQUIRED,'ccb_overdose' in patient.comorbidities or 'calcium_channel_blocker_overdose' in patient.comorbidities,"give_high_dose_insulin_euglycemia, give_calcium_chloride","Clinical scenario: patient has ccb overdose OR patient has calcium channel blocker overdose
Context: High-dose insulin euglycemia therapy (1-10 U/kg/h) improves cardiac output in CCB overdose; calcium provides temporary inotropic support.
Question: Should the clinician give high dose insulin euglycemia, give calcium chloride?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AACT/ACMT 2024 Section 3.9; Engebretsen KM, Clin Toxicol 2011",,
TOX-CALCIUM-CHANNEL-BLOCKER-INSULIN-FORBIDDEN,toxicology_management,AACT/ACMT Toxicology Management,antidote_administration,HIGH,FORBIDDEN,'ccb_overdose' in patient.comorbidities or 'calcium_channel_blocker_overdose' in patient.comorbidities,"give_additional_ccb, give_beta_blocker_in_ccb_overdose","Clinical scenario: patient has ccb overdose OR patient has calcium channel blocker overdose
Context: Beta-blockers in CCB overdose compound negative inotropy and vasodilation causing irreversible cardiogenic shock.
Question: Is it safe to give additional ccb, give beta blocker in ccb overdose?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT/ACMT 2024 Section 3.9; Engebretsen KM, Clin Toxicol 2011; combined negative inotropy is lethal",,
TOX-CAUSTIC-NO-CHARCOAL,toxicology_management,AACT/ACMT Toxicology Management,decontamination,CRITICAL,FORBIDDEN,'caustic_ingestion' in patient.presentation,"give_activated_charcoal_with_caustic, give_activated_charcoal","Clinical scenario: 'caustic ingestion' in patient.presentation
Context: Activated charcoal contraindicated in caustic ingestion - risk of perforation.
Question: Is it safe to give activated charcoal with caustic, give activated charcoal?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT Position Statement; Hojer J, Clin Toxicol 2013",,
TOX-HYDROCARBON-NO-CHARCOAL,toxicology_management,AACT/ACMT Toxicology Management,decontamination,HIGH,FORBIDDEN,'hydrocarbon_ingestion' in patient.presentation,"give_activated_charcoal_with_hydrocarbon, give_activated_charcoal","Clinical scenario: 'hydrocarbon ingestion' in patient.presentation
Context: Charcoal with hydrocarbons increases aspiration risk.
Question: Is it safe to give activated charcoal with hydrocarbon, give activated charcoal?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT Position Statement; Isbister GK, Med J Aust 2004",,
TOX-OBSTRUCTION-NO-WBI,toxicology_management,AACT/ACMT Toxicology Management,decontamination,HIGH,FORBIDDEN,'bowel_obstruction' in patient.comorbidities,give_whole_bowel_irrigation_with_obstruction,"Clinical scenario: patient has bowel obstruction
Context: Whole bowel irrigation contraindicated in bowel obstruction.
Question: Is it safe to give whole bowel irrigation with obstruction?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT Position Statement on WBI 2004,,
TOX-NO-FORCED-DIURESIS,toxicology_management,AACT/ACMT Toxicology Management,supportive_care,HIGH,FORBIDDEN,'rhabdomyolysis' not in patient.comorbidities,give_forced_diuresis,"Clinical scenario: 'rhabdomyolysis' not in patient.comorbidities
Context: Forced diuresis is obsolete except in specific cases (rhabdomyolysis).
Question: Is it safe to give forced diuresis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AACT Guidelines; Shannon MW, Clin Toxicol 2007",,
SAFETY-ALLERGY-CHECK,universal_clinical_safety,Universal Clinical Safety Principles,initial_encounter,HIGH,REQUIRED,len(patient.allergies) > 0,verify_allergy_before_medication,"Clinical scenario: len(patient.allergies) > 0
Context: All patients with documented allergies must have allergy verified before medication.
Question: Should the clinician verify allergy before medication?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",Joint Commission NPSG 2024; WHO Patient Safety,,
